Data/green/deployment1,11-36-44_dur=600secs.wav,279.773437890613,310.39183260444,231.595592706972,241.191386618486,248.596055071215,233.146204065062,y
Data/green/deployment1,12-00-37_dur=600secs.wav,224.263591105217,237.830188272259,206.566070692312,207.902101217896,214.500151764119,204.542267930552,y
Data/green/deployment1,12-01-19_dur=600secs.wav,216.012973781033,221.449363939875,203.1578624316,203.142658295491,211.145796300224,200.499706427193,y
Data/green/deployment1,12-02-02_dur=600secs.wav,214.231887563091,218.171256060696,203.15028144915,203.839941189871,210.664955849186,200.70139776475,y
Data/green/deployment1,12-09-15_dur=600secs.wav,228.326745041642,242.983446886425,205.621193732882,209.787470300856,217.698047614932,205.09476145629,y
Data/green/deployment1,12-14-02_dur=600secs.wav,226.002623788383,236.921265354108,203.99723018262,208.252938017186,220.027253213129,206.208688536346,y
Data/green/deployment1,12-21-01_dur=600secs.wav,231.577216583878,249.966229111816,207.184359091068,210.799097132439,220.828976766082,207.407327972558,y
Data/green/deployment1,12-27-04_dur=600secs.wav,235.264773717029,255.575142993074,210.20398743091,216.651735796028,225.21718342045,209.086971278401,y
Data/green/deployment1,12-32-45_dur=600secs.wav,212.249362772858,210.088755520378,202.35880943488,202.763214910713,209.171135160518,200.413246478713,y
Data/green/deployment1,12-43-12_dur=600secs.wav,208.229340727267,203.752033191711,200.699147937898,200.920265230757,210.134711863498,198.73301531948,y
Data/green/early,12-00-07_dur=600secs.wav,203.951800081127,227.880528004044,201.872118572466,204.597676447177,212.214292440506,201.669942367838,y
Data/green/early,12-00-19_dur=600secs.wav,202.477649518781,206.583940055503,200.266174668913,201.813991247851,209.26621438908,199.188083398249,y
Data/green/early,12-02-31_dur=600secs.wav,199.519492501522,209.314244832175,200.593712354148,200.651246102885,174.785248198913,195.61873019404,y
Data/green/early,12-02-32_dur=600secs.wav,205.10035607455,242.097727638468,203.232814396335,207.430086547072,219.926036260475,206.373812816366,y
Data/green/early,12-05-21_dur=600secs.wav,204.1989187294,226.74920192705,201.942494644519,204.569212458346,221.215626938782,205.568674537584,y
Data/green/early,12-06-40_dur=600secs.wav,204.996953578998,243.72795258342,203.002447260577,207.370462789907,214.534803378664,204.685487767517,y
Data/green/early,12-06-55_dur=600secs.wav,204.40208849127,245.472267459483,202.946846581822,205.644102194136,215.027921403911,204.334843151529,y
Data/green/early,12-07-01_dur=600secs.wav,206.790633711024,258.560394476585,205.341861133371,213.204373306229,219.174639214152,209.651633515113,y
Data/green/early,12-09-43_dur=600secs.wav,204.128370331528,206.484871930153,201.861687694867,203.731651165456,209.305066016148,199.043916352121,y
Data/green/early,12-12-13_dur=600secs.wav,206.294790808433,256.791068284875,203.899127818464,209.550981599384,222.268227555762,208.819649968067,y
Data/green/late,11-52-39_dur=600secs.wav,205.109761448526,228.928965836814,202.96812237704,206.570251436453,214.921114581477,204.627867673561,y
Data/green/late,12-06-34_dur=600secs.wav,190.198663974793,195.096878145443,202.168009382956,215.979598014851,211.047811104932,203.826989838921,y
Data/green/late,12-06-47_dur=600secs.wav,203.993850009165,220.873865635806,202.182215807212,202.727765596663,208.253157692837,201.041755831111,y
Data/green/late,12-07-01_dur=600secs.wav,206.790633711024,258.560394476585,205.341861133371,213.204373306229,219.174639214152,209.651633515113,y
Data/green/late,12-10-43_dur=600secs.wav,204.904173243396,241.020699445629,199.637031359312,210.292765223085,221.624415947853,208.656522461949,y
Data/green/late,12-12-27_dur=600secs.wav,204.252964079307,220.413985696514,201.702416433257,204.212657345742,214.190131301208,201.803491002968,y
Data/green/late,12-12-38_dur=600secs.wav,204.680076733684,218.599711822262,202.655328402159,204.810325157109,213.498400118159,202.513029496963,y
Data/green/late,12-12-51_dur=600secs.wav,203.716081257898,215.346408364473,200.355902056715,199.190410881794,208.889903564008,200.734757794066,y
Data/green/late,12-16-34_dur=600secs.wav,204.337549431022,227.032626053199,202.127067320111,204.58450975666,210.128908953456,201.835109269385,y
Data/green/late,12-16-53_dur=600secs.wav,203.138221582735,206.597298816058,201.221830867375,203.350498710046,208.339531428699,201.169461145377,y
Data/green/pre,11-53-33_dur=600secs.wav,220.118635641233,225.806812382884,203.694113496758,210.843296944458,212.81845258281,203.251619745549,y
Data/green/pre,12-01-35_dur=600secs.wav,186.293336008973,176.549061816898,165.252933616091,151.941143087865,153.207961782963,180.02812764116,y
Data/green/pre,12-01-39_dur=600secs.wav,211.15359962147,170.456825646043,136.034286762113,171.531839745615,180.611817138431,195.538145033573,y
Data/green/pre,12-01-48_dur=600secs.wav,261.30513283589,285.490582035716,222.252457005871,246.121218260333,232.659215348566,213.108146849314,y
Data/green/pre,12-03-33_dur=600secs.wav,234.48172028346,248.717597034465,209.815810202892,220.980925086344,217.119139350165,206.113520423312,y
Data/green/pre,12-03-42_dur=600secs.wav,236.63646015344,231.324457094361,204.335968758039,143.140780003672,150.931225015259,189.645790259687,y
Data/green/pre,12-11-35_dur=600secs.wav,206.652881772018,197.646696401796,154.567646402441,158.686544708225,133.46957991223,168.175345236139,y
Data/green/pre,12-12-37_dur=600secs.wav,246.953925305308,252.464022725383,219.063556902215,237.108208013959,230.041624832268,213.7712345442,y
Data/green/pre,12-13-45_dur=600secs.wav,249.219302148069,295.815827493176,211.05328723052,151.325354504431,150.74795093939,226.98479536114,y
Data/green/pre,12-14-35_dur=600secs.wav,194.455158852974,115.041944236683,218.464922963247,181.259200281495,178.171968046198,202.024993661576,y
