filename,filename.short,distance.m,WP?,Test.tone,Trial,Threshold,True.azimuth,localised?,Start.time,Predicted.azimuth,Aliaized.Azimuth,error
localized_8m_wY_Pink_t02.wav,localized_8m_wY_Pink_t02.wav,8,y,pink,field,25,-60,y,77.7,-60,na,0
localized_8m_wY_Pink_t02.wav,localized_8m_wY_Pink_t02.wav,8,y,pink,field,25,-155,a,na,na,30,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-1000Hz.wav,NewCaseOff-1000Hz.wav,1,n,1000,freq-dep,27,30,s,0.5,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-1000Hz.wav,NewCaseOff-1000Hz.wav,1,n,1000,freq-dep,27,30,y,13.7,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-1000Hz.wav,NewCaseOff-1000Hz.wav,1,n,1000,freq-dep,27,120,y,28.7,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-1000Hz.wav,NewCaseOff-1000Hz.wav,1,n,1000,freq-dep,27,165,y,43.7,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-1000Hz.wav,NewCaseOff-1000Hz.wav,1,n,1000,freq-dep,27,-150,y,62.7,-150,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-1000Hz.wav,NewCaseOff-1000Hz.wav,1,n,1000,freq-dep,27,-60,y,73.9,-65,na,-5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-100Hz.wav,NewCaseOff-100Hz.wav,1,n,100,freq-dep,27,30,s,-0.3,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-100Hz.wav,NewCaseOff-100Hz.wav,1,n,100,freq-dep,27,30,y,13.1,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-100Hz.wav,NewCaseOff-100Hz.wav,1,n,100,freq-dep,27,120,y,28.1,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-100Hz.wav,NewCaseOff-100Hz.wav,1,n,100,freq-dep,27,165,y,43.1,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-100Hz.wav,NewCaseOff-100Hz.wav,1,n,100,freq-dep,27,-150,y,58.1,-150,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-100Hz.wav,NewCaseOff-100Hz.wav,1,n,100,freq-dep,27,-60,y,73.1,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-2000Hz.wav,NewCaseOff-2000Hz.wav,1,n,2000,freq-dep,27,30,s,0.1,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-2000Hz.wav,NewCaseOff-2000Hz.wav,1,n,2000,freq-dep,27,30,y,13.9,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-2000Hz.wav,NewCaseOff-2000Hz.wav,1,n,2000,freq-dep,27,120,y,28.7,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-2000Hz.wav,NewCaseOff-2000Hz.wav,1,n,2000,freq-dep,27,165,y,43.7,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-2000Hz.wav,NewCaseOff-2000Hz.wav,1,n,2000,freq-dep,27,-150,y,58.5,-150,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-2000Hz.wav,NewCaseOff-2000Hz.wav,1,n,2000,freq-dep,27,-60,y,73.5,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-4000Hz.wav,NewCaseOff-4000Hz.wav,1,n,4000,freq-dep,27,30,s,-0.3,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-4000Hz.wav,NewCaseOff-4000Hz.wav,1,n,4000,freq-dep,27,30,y,12.9,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-4000Hz.wav,NewCaseOff-4000Hz.wav,1,n,4000,freq-dep,27,120,y,27.3,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-4000Hz.wav,NewCaseOff-4000Hz.wav,1,n,4000,freq-dep,27,165,y,42.5,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-4000Hz.wav,NewCaseOff-4000Hz.wav,1,n,4000,freq-dep,27,-150,y,57.1,-150,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-4000Hz.wav,NewCaseOff-4000Hz.wav,1,n,4000,freq-dep,27,-60,y,72.1,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-400Hz.wav,NewCaseOff-400Hz.wav,1,n,400,freq-dep,27,30,s,0.5,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-400Hz.wav,NewCaseOff-400Hz.wav,1,n,400,freq-dep,27,30,y,14.3,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-400Hz.wav,NewCaseOff-400Hz.wav,1,n,400,freq-dep,27,120,y,28.1,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-400Hz.wav,NewCaseOff-400Hz.wav,1,n,400,freq-dep,27,165,y,44.3,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-400Hz.wav,NewCaseOff-400Hz.wav,1,n,400,freq-dep,27,-150,y,59.3,-150,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-400Hz.wav,NewCaseOff-400Hz.wav,1,n,400,freq-dep,27,-60,y,74.3,-65,na,-5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,1,n,500,freq-dep,27,30,s,0.3,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,1,n,500,freq-dep,27,30,y,13.7,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,1,n,500,freq-dep,27,120,y,28.9,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,1,n,500,freq-dep,27,165,y,43.3,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,1,n,500,freq-dep,27,-150,y,58.7,-155,na,-5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-500Hz.wav,NewCaseOff-500Hz.wav,1,n,500,freq-dep,27,-60,y,74.1,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,1,n,6000,freq-dep,27,30,s,1.1,35,na,5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,1,n,6000,freq-dep,27,30,d,14.1,35,-160,5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,1,n,6000,freq-dep,27,165,y,43.9,160,na,-5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,1,n,6000,freq-dep,27,-150,y,58.7,-155,na,-5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,1,n,6000,freq-dep,27,-60,y-d,72.9,-60,-175,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-6000Hz.wav,NewCaseOff-6000Hz.wav,1,n,6000,freq-dep,27,120,a,na,na,15,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,1,n,7000,freq-dep,27,30,s,7.8,35,na,5
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,1,n,7000,freq-dep,27,120,a,na,na,30,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,1,n,7000,freq-dep,27,-60,a,na,na,40,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,1,n,7000,freq-dep,27,30,m,na,na,na,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,1,n,7000,freq-dep,27,165,m,na,na,na,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-7000Hz.wav,NewCaseOff-7000Hz.wav,1,n,7000,freq-dep,27,-150,m,na,na,na,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,1,n,wren,freq-dep,27,30,s,0.3,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,1,n,wren,freq-dep,27,30,y-d,13.9,30,-150,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,1,n,wren,freq-dep,27,120,y,26.9,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,1,n,wren,freq-dep,27,165,y,41.9,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,1,n,wren,freq-dep,27,-150,y-d,56.9,-150,30,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren1.wav,NewCaseOff-EurasianWren1.wav,1,n,wren,freq-dep,27,-60,y-d,74.7,-60,-170,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,1,n,wren,freq-dep,27,30,s,0.1,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,1,n,wren,freq-dep,27,30,y-d,13.7,30,-150,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,1,n,wren,freq-dep,27,120,y,26.7,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,1,n,wren,freq-dep,27,165,y,41.7,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,1,n,wren,freq-dep,27,-150,y-d,56.7,-150,30,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-EurasianWren2.wav,NewCaseOff-EurasianWren2.wav,1,n,wren,freq-dep,27,-60,y,74.5,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,1,n,pink,freq-dep,27,30,s,0.1,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,1,n,pink,freq-dep,27,120,y,28.1,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,1,n,pink,freq-dep,27,165,y,43.1,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,1,n,pink,freq-dep,27,-150,y,58.3,-150,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,1,n,pink,freq-dep,27,-60,y,73.1,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise1.wav,NewCaseOff-PinkNoise1.wav,1,n,pink,freq-dep,27,30,a,na,na,-150,na
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,1,n,pink,freq-dep,27,30,y,0.7,30,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,1,n,pink,freq-dep,27,120,y,28.1,120,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,1,n,pink,freq-dep,27,165,y,43.1,165,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,1,n,pink,freq-dep,27,-150,y,57.5,-150,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,1,n,pink,freq-dep,27,-60,y,73.1,-60,na,0
localized_202305LocalisationTest-1mIndoors-NewCaseOff-PinkNoise2.wav,NewCaseOff-PinkNoise2.wav,1,n,pink,freq-dep,27,30,a,na,na,-150,na
localized_1a_pinknoise_N_2.wav,localized_1a_pinknoise_N_2.wav,1,n,pink,lab-pre,24,-150,s,15.3,-140,na,10
localized_1a_pinknoise_N_2.wav,localized_1a_pinknoise_N_2.wav,1,n,pink,lab-pre,24,-150,y,30.9,-150,na,0
localized_1a_pinknoise_N_2.wav,localized_1a_pinknoise_N_2.wav,1,n,pink,lab-pre,24,-60,y,45.7,-60,na,0
localized_1a_pinknoise_N_2.wav,localized_1a_pinknoise_N_2.wav,1,n,pink,lab-pre,24,-15,y,60.9,-15,na,0
localized_1a_pinknoise_N_2.wav,localized_1a_pinknoise_N_2.wav,1,n,pink,lab-pre,24,30,y,75.7,30,na,0
localized_1a_pinknoise_N_2.wav,localized_1a_pinknoise_N_2.wav,1,n,pink,lab-pre,24,120,y,90.5,120,na,0
localized_1a_pinknoise_N_2.wav,localized_1a_pinknoise_N_2.wav,1,n,pink,lab-pre,24,165,e,105.7,165,na,0
localized_1a_pinknoise2_N_2.wav,localized_1a_pinknoise2_N_2.wav,1,n,pink,lab-pre,24,-150,s,14.9,-145,na,5
localized_1a_pinknoise2_N_2.wav,localized_1a_pinknoise2_N_2.wav,1,n,pink,lab-pre,24,-150,y,30.5,-145,na,5
localized_1a_pinknoise2_N_2.wav,localized_1a_pinknoise2_N_2.wav,1,n,pink,lab-pre,24,-60,y,45.1,-60,na,0
localized_1a_pinknoise2_N_2.wav,localized_1a_pinknoise2_N_2.wav,1,n,pink,lab-pre,24,-15,y,60.5,-15,na,0
localized_1a_pinknoise2_N_2.wav,localized_1a_pinknoise2_N_2.wav,1,n,pink,lab-pre,24,30,y,75.3,30,na,0
localized_1a_pinknoise2_N_2.wav,localized_1a_pinknoise2_N_2.wav,1,n,pink,lab-pre,24,120,y,90.1,120,na,0
localized_1a_pinknoise2_N_2.wav,localized_1a_pinknoise2_N_2.wav,1,n,pink,lab-pre,24,165,e,105.3,170,na,5
localized_1b_bird_N_2.wav,localized_1b_bird_N_2.wav,1,n,wren,lab-pre,24,-150,s,16.1,-150,na,0
localized_1b_bird_N_2.wav,localized_1b_bird_N_2.wav,1,n,wren,lab-pre,24,-150,y,30.5,-145,na,5
localized_1b_bird_N_2.wav,localized_1b_bird_N_2.wav,1,n,wren,lab-pre,24,-60,y,45.5,-55,na,5
localized_1b_bird_N_2.wav,localized_1b_bird_N_2.wav,1,n,wren,lab-pre,24,-15,y,60.5,-10,na,5
localized_1b_bird_N_2.wav,localized_1b_bird_N_2.wav,1,n,wren,lab-pre,24,30,y,75.5,30,na,0
localized_1b_bird_N_2.wav,localized_1b_bird_N_2.wav,1,n,wren,lab-pre,24,120,y,90.9,120,na,0
localized_1b_bird_N_2.wav,localized_1b_bird_N_2.wav,1,n,wren,lab-pre,24,165,e,105.7,165,na,0
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,1,y,pink,lab-pre,24,-150,s,16.5,-145,na,5
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,1,y,pink,lab-pre,24,-150,y,30.3,-145,na,5
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,1,y,pink,lab-pre,24,-60,y,45.1,-60,na,0
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,1,y,pink,lab-pre,24,-15,y,60.5,-15,na,0
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,1,y,pink,lab-pre,24,30,y,75.1,25,na,-5
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,1,y,pink,lab-pre,24,120,y,89.9,120,na,0
localized_5a_pinknoise_Y_2.wav,localized_5a_pinknoise_Y_2.wav,1,y,pink,lab-pre,24,165,e,105.3,175,na,10
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,1,y,wren,lab-pre,24,-150,s,17.1,-145,na,5
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,1,y,wren,lab-pre,24,-150,y,30.9,-140,na,10
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,1,y,wren,lab-pre,24,-60,y,45.9,-60,na,0
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,1,y,wren,lab-pre,24,-15,y,60.9,-25,na,-10
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,1,y,wren,lab-pre,24,30,y,75.7,25,na,-5
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,1,y,wren,lab-pre,24,120,y,91.1,125,na,5
localized_5b_bird_Y_2.wav,localized_5b_bird_Y_2.wav,1,y,wren,lab-pre,24,165,e,106.1,175,na,10
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,1,n,pink,lab-pre,24,-150,s,15.7,-145,na,5
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,1,n,pink,lab-pre,24,-150,y,30.5,-150,na,0
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,1,n,pink,lab-pre,24,-60,y,45.3,-60,na,0
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,1,n,pink,lab-pre,24,-15,y,60.5,-10,na,5
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,1,n,pink,lab-pre,24,30,y,75.3,30,na,0
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,1,n,pink,lab-pre,24,120,y,90.1,115,na,-5
localized_7a_pinknoise_N_3.wav,localized_7a_pinknoise_N_3.wav,1,n,pink,lab-pre,24,165,e,105.3,165,na,0
